Material,Plant,TotalStock
90013126,3411,0.000
90013127,3411,0.000
90013128,3411,0.000
90013129,3411,0.000
90013130,3411,0.000
90013131,3411,0.000
90013132,3411,0.000
90013133,3411,0.000
90013134,3411,0.000
90013135,3411,0.000
90013136,3411,0.000
90013137,3411,0.000
90013138,2241,0.000
90013138,3411,0.000
90013139,3411,0.000
90013140,3411,0.000
90013141,3411,0.000
90013142,3411,0.000
90013143,3411,0.000
90013144,3411,0.000
90013145,3411,0.000
90013146,3411,0.000
90013147,3411,0.000
90013148,3411,0.000
90013149,3411,0.000
90013150,3411,0.000
90013151,3411,0.000
90013152,3411,0.000
90013153,3411,0.000
90013154,3411,0.000
90013155,3411,0.000
90013156,3411,0.000
90013157,3411,0.000
90013158,1715,0.000
90013159,1715,0.000
90013160,1715,0.000
90013161,1715,0.000
90013162,1715,0.000
90013163,1715,0.000
90013164,1715,0.000
90013165,1715,0.000
90013166,1715,1.000
90013167,1715,0.000
90013168,1715,1.000
90013169,1715,0.000
90013170,1715,0.000
90013171,1715,1.000
90013172,1715,1.000
90013173,1715,1.000
90013174,1715,1.000
90013175,1715,0.000
90013176,1715,1.000
90013177,1715,1.000
90013178,1715,1.000
90013179,2771,0.000
90013180,2771,0.000
90013181,2771,0.000
90013182,2771,0.000
90013183,2771,0.000
90013184,2771,0.000
90013185,2771,0.000
90013186,2771,0.000
90013187,2771,0.000
90013188,2771,0.000
90013189,2771,0.000
90013190,2771,0.000
90013191,2771,0.000
90013192,2771,0.000
90013193,2771,0.000
90013194,2771,0.000
90013195,2771,0.000
90013196,2771,0.000
90013197,2771,0.000
90013198,2771,0.000
90013199,2771,0.000
90013200,2771,0.000
90013201,2771,0.000
90013202,2771,0.000
90013203,2771,0.000
90013204,2771,0.000
90013205,2771,0.000
90013206,2771,0.000
90013207,2771,0.000
90013208,2771,0.000
90013209,2771,0.000
90013210,2771,0.000
90013211,2771,0.000
90013212,2771,0.000
90013213,2771,0.000
90013214,2771,0.000
90013215,2771,0.000
90013216,2771,0.000
90013217,2771,0.000
90013218,2771,0.000
90013219,2771,0.000
90013220,2771,0.000
90013221,2771,0.000
90013222,2771,0.000
90013223,2771,0.000
90013224,2771,0.000
90013225,2771,0.000
90013226,2771,0.000
90013227,2771,0.000
90013228,2771,0.000
90013229,2771,0.000
90013230,2771,0.000
90013231,2771,0.000
90013232,2771,0.000
90013233,2771,0.000
90013234,2771,0.000
90013235,2771,0.000
90013236,2771,0.000
90013237,2771,0.000
90013238,2771,0.000
90013239,2771,0.000
90013240,2771,0.000
90013241,2771,0.000
90013242,2771,0.000
90013243,2771,0.000
90013244,2771,0.000
90013245,2771,0.000
90013246,2771,0.000
90013247,2771,0.000
90013248,2771,0.000
90013249,2771,0.000
90013250,2771,0.000
90013251,2771,0.000
90013252,2771,0.000
90013253,2771,0.000
90013254,2771,0.000
90013255,2771,0.000
90013256,2771,0.000
90013257,2771,0.000
90013258,2771,0.000
90013259,2771,0.000
90013260,2771,0.000
90013261,2771,0.000
90013262,2771,0.000
90013263,2771,0.000
90013264,2771,0.000
90013265,2771,0.000
90013266,2771,0.000
90013267,2771,0.000
90013268,2771,0.000
90013269,2771,0.000
90013270,2771,0.000
90013271,2771,0.000
90013272,2771,0.000
90013273,2771,0.000
90013274,2771,0.000
90013275,2771,0.000
90013276,2771,0.000
90013277,2771,0.000
90013278,2771,0.000
90013279,2771,0.000
90013280,2771,0.000
90013281,2771,0.000
90013282,2771,0.000
90013283,2771,0.000
90013284,2771,0.000
90013285,2771,0.000
90013286,2771,0.000
90013287,2771,0.000
90013288,2771,0.000
90013289,2771,0.000
90013290,2771,0.000
90013291,2771,0.000
90013292,2771,0.000
90013293,2771,0.000
90013294,2771,0.000
90013295,2771,0.000
90013296,2771,0.000
90013297,2771,0.000
90013298,2771,0.000
90013299,2771,0.000
90013300,2771,0.000
90013301,2771,0.000
90013302,2771,0.000
90013303,2771,0.000
90013304,2771,0.000
90013305,2771,0.000
90013306,2771,0.000
90013307,2771,0.000
90013308,2771,0.000
90013309,2771,0.000
90013310,2771,0.000
90013311,2771,0.000
90013312,2771,0.000
90013313,2771,0.000
90013314,2771,0.000
90013315,2771,0.000
90013316,2771,0.000
90013317,2771,0.000
90013318,2771,0.000
90013319,2771,0.000
90013320,2771,0.000
90013321,2771,0.000
90013322,2771,0.000
90013323,2771,0.000
90013324,2771,0.000
90013325,2771,0.000
90013326,2771,0.000
90013327,2771,0.000
90013328,2771,0.000
90013329,2771,0.000
90013330,2771,0.000
90013331,2771,0.000
90013332,2771,0.000
90013333,2771,0.000
90013334,2771,0.000
90013335,2771,0.000
90013336,2771,0.000
90013337,2771,0.000
90013338,2771,0.000
90013339,2771,0.000
90013340,2771,0.000
90013341,2771,0.000
90013342,2771,0.000
90013343,2771,0.000
90013344,2771,0.000
90013345,2771,0.000
90013346,2771,0.000
90013347,2771,0.000
90013348,2771,0.000
90013349,2771,0.000
90013350,2771,0.000
90013351,2771,0.000
90013352,2771,0.000
90013353,2771,0.000
90013354,2771,0.000
90013355,2771,0.000
90013356,2771,0.000
90013357,2771,0.000
90013358,2771,0.000
90013359,2771,0.000
90013360,2771,0.000
90013361,2771,0.000
90013362,2771,0.000
90013363,2771,0.000
90013364,2771,0.000
90013365,2771,0.000
90013366,2771,0.000
90013367,2771,0.000
90013368,2771,0.000
90013369,2771,0.000
90013370,2771,0.000
90013371,2771,0.000
90013372,2771,0.000
90013373,2771,0.000
90013374,2771,0.000
90013375,2771,0.000
90013376,2771,0.000
90013377,2771,0.000
90013378,2771,0.000
90013379,2771,0.000
90013380,2771,0.000
90013381,2771,0.000
90013382,2771,0.000
90013383,2771,0.000
90013384,2771,0.000
90013385,2771,0.000
90013386,2771,0.000
90013387,2771,0.000
90013388,2771,0.000
90013389,2771,0.000
90013390,2771,0.000
90013391,2771,0.000
90013392,2771,0.000
90013393,2771,0.000
90013394,2771,0.000
90013395,2771,0.000
90013396,2771,0.000
90013397,2771,0.000
90013398,2771,0.000
90013399,2771,0.000
90013400,2771,0.000
90013401,2771,0.000
90013402,2771,0.000
90013403,2771,0.000
90013404,2771,0.000
90013405,2771,0.000
90013406,2771,0.000
90013407,2771,0.000
90013408,2771,0.000
90013409,2771,0.000
90013410,2771,0.000
90013411,2771,0.000
90013412,2771,0.000
90013413,2771,0.000
90013414,2771,0.000
90013415,2771,0.000
90013416,2771,0.000
90013417,2771,0.000
90013418,2771,0.000
90013419,2771,0.000
90013420,2771,0.000
90013421,2771,0.000
90013422,2771,0.000
90013423,2771,0.000
90013424,2771,0.000
90013425,2771,0.000
90013426,2771,0.000
90013427,2771,0.000
90013428,2771,0.000
90013429,2771,0.000
90013430,2771,0.000
90013431,2771,0.000
90013432,2771,0.000
90013433,2771,0.000
90013434,2771,0.000
90013435,2771,0.000
90013436,2771,0.000
90013437,2771,0.000
90013438,2771,0.000
90013439,2771,0.000
90013440,2771,0.000
90013441,2771,0.000
90013442,2771,0.000
90013443,2771,0.000
90013444,2771,0.000
90013445,2771,0.000
90013446,2771,0.000
90013447,2771,0.000
90013448,2771,0.000
90013449,2771,0.000
90013450,2771,0.000
90013451,2771,0.000
90013452,2771,0.000
90013453,2771,0.000
90013454,2771,0.000
90013455,2771,0.000
90013456,2771,0.000
90013457,2771,0.000
90013458,2771,0.000
90013459,2771,0.000
90013460,2771,0.000
90013461,2771,0.000
90013462,2771,0.000
90013463,2771,0.000
90013464,2771,0.000
90013465,2771,0.000
90013466,2771,0.000
90013467,2771,0.000
90013468,2771,0.000
90013469,2771,0.000
90013470,2771,0.000
90013471,2771,0.000
90013472,2771,0.000
90013473,2771,0.000
90013474,2771,0.000
90013475,2771,0.000
90013476,2771,0.000
90013477,2771,0.000
90013478,2771,0.000
90013479,2771,0.000
90013480,2771,0.000
90013481,2771,0.000
90013482,2771,0.000
90013483,2771,0.000
90013484,2771,0.000
90013485,2771,0.000
90013486,2771,0.000
90013487,2771,0.000
90013488,2771,0.000
90013489,2771,0.000
90013490,2771,0.000
90013491,2771,0.000
90013492,2771,0.000
90013493,2771,0.000
90013494,2771,0.000
90013495,2771,0.000
90013496,2771,0.000
90013497,2771,0.000
90013498,2771,0.000
90013499,2771,0.000
90013500,2771,0.000
90013501,2771,0.000
90013502,2771,0.000
90013503,2771,0.000
90013504,2771,0.000
90013505,2771,0.000
90013506,2771,0.000
90013507,2771,0.000
90013508,2771,0.000
90013509,2771,0.000
90013510,2771,0.000
90013511,2771,0.000
90013512,2771,0.000
90013513,2771,0.000
90013514,2771,0.000
90013515,2771,0.000
90013516,2771,0.000
90013517,2771,0.000
90013518,2771,0.000
90013519,2771,0.000
90013520,2771,0.000
90013521,2771,0.000
90013522,2771,0.000
90013523,2771,0.000
90013524,2771,0.000
90013525,2771,0.000
90013526,2771,0.000
90013527,2771,0.000
90013528,2771,0.000
90013529,2771,0.000
90013530,2771,0.000
90013531,2771,0.000
90013532,2771,0.000
90013533,2771,0.000
90013534,2771,0.000
90013535,2771,0.000
90013536,2771,0.000
90013537,2771,0.000
90013538,2771,0.000
90013539,2771,0.000
90013540,2771,0.000
90013541,2771,0.000
90013542,2771,0.000
90013543,2771,0.000
90013544,2771,0.000
90013545,2771,0.000
90013546,2771,0.000
90013547,2771,0.000
90013548,2771,0.000
90013549,2771,0.000
90013550,2771,0.000
90013551,2771,0.000
90013552,2771,0.000
90013553,2771,0.000
90013554,2771,0.000
90013555,2771,0.000
90013556,2771,0.000
90013557,2771,0.000
90013558,2771,0.000
90013559,2771,0.000
90013560,2771,0.000
90013561,2771,0.000
90013562,2771,0.000
90013563,2771,0.000
90013564,2771,0.000
90013565,2771,0.000
90013566,2771,0.000
90013567,2771,0.000
90013568,2771,0.000
90013569,2771,0.000
90013570,2771,0.000
90013571,2771,0.000
90013572,2771,0.000
90013573,2771,0.000
90013574,2771,0.000
90013575,2771,0.000
90013576,2771,0.000
90013577,2771,0.000
90013578,2771,0.000
90013579,2771,0.000
90013580,2771,0.000
90013581,2771,0.000
90013582,2771,0.000
90013583,2771,0.000
90013584,2771,0.000
90013585,2771,0.000
90013586,2771,0.000
90013587,2771,0.000
90013588,2771,0.000
90013589,2771,0.000
90013590,2771,0.000
90013591,2771,0.000
90013592,2771,0.000
90013593,2771,0.000
90013594,2771,0.000
90013595,2771,0.000
90013596,2771,0.000
90013597,2771,0.000
90013598,2771,0.000
90013599,2771,0.000
90013600,2771,0.000
90013601,2771,0.000
90013602,2771,0.000
90013603,2771,0.000
90013604,2771,0.000
90013605,2771,0.000
90013606,2771,0.000
90013607,2771,0.000
90013608,2771,0.000
90013609,2771,0.000
90013610,2771,0.000
90013611,2771,0.000
90013612,2771,0.000
90013613,2771,0.000
90013614,2771,0.000
90013615,2771,0.000
90013616,2771,0.000
90013617,2771,0.000
90013618,2771,0.000
90013619,2771,0.000
90013620,2771,0.000
90013621,2771,0.000
90013622,2771,0.000
90013623,2771,0.000
90013624,2771,0.000
90013625,2771,0.000
90013626,2771,0.000
90013627,2771,0.000
90013628,2771,0.000
90013629,2771,0.000
90013630,2771,0.000
90013631,2771,0.000
90013632,2771,0.000
90013633,2771,0.000
90013634,2771,0.000
90013635,2771,0.000
90013636,2771,0.000
90013637,2771,0.000
90013638,2771,0.000
90013639,2771,0.000
90013640,2771,0.000
90013641,2771,0.000
90013642,2771,0.000
90013643,2771,0.000
90013644,2771,0.000
90013645,2771,0.000
90013646,2771,0.000
90013647,2771,0.000
90013648,2771,0.000
90013649,2771,0.000
90013650,2771,0.000
90013651,2771,0.000
90013652,2771,0.000
90013653,2771,0.000
90013654,2771,0.000
90013655,2771,0.000
90013656,2771,0.000
90013657,2771,0.000
90013658,2771,0.000
90013659,2771,0.000
90013660,2771,0.000
90013661,2771,0.000
90013662,2771,0.000
90013663,2771,0.000
90013664,2771,0.000
90013665,2771,0.000
90013666,2771,0.000
90013667,2771,0.000
90013668,2771,0.000
90013669,2771,0.000
90013670,2771,0.000
90013671,2771,0.000
90013672,2241,0.000
90013673,2241,0.000
90013674,2241,0.000
90013675,2241,0.000
90013676,2241,0.000
90013677,2241,0.000
90013678,2241,0.000
90013679,2241,0.000
90013680,2241,0.000
90013681,2241,0.000
90013682,2241,0.000
90013683,2241,0.000
90013684,2241,0.000
90013685,2241,0.000
90013686,2241,0.000
90013687,2241,0.000
90013688,2241,0.000
90013689,2241,0.000
90013690,2241,0.000
90013691,2241,0.000
90013692,2241,0.000
90013693,2241,0.000
90013694,2241,0.000
90013695,2241,0.000
90013696,2241,0.000
90013697,2241,0.000
90013698,2241,0.000
90013699,2241,0.000
90013700,2241,0.000
90013701,2241,0.000
90013702,2241,0.000
90013703,2241,0.000
90013704,2241,0.000
90013705,2241,0.000
90013706,2241,0.000
90013707,2241,0.000
90013708,2241,0.000
90013709,2241,0.000
90013710,2241,0.000
90013711,2241,0.000
90013712,2241,0.000
90013713,2241,0.000
90013714,2241,0.000
90013715,2241,0.000
90013716,2241,0.000
90013717,2241,0.000
90013718,2241,0.000
90013719,2241,0.000
90013720,2241,0.000
90013721,2241,0.000
90013722,2241,0.000
90013723,2241,0.000
90013724,2241,0.000
90013725,2241,0.000
90013726,2241,0.000
90013727,2241,0.000
90013728,2241,0.000
90013729,2241,0.000
90013730,2241,0.000
90013731,2241,0.000
90013732,2241,0.000
90013733,2241,0.000
90013734,2241,0.000
90013735,2241,0.000
90013736,2241,0.000
90013737,2241,0.000
90013738,2241,0.000
90013739,2241,0.000
90013740,2241,0.000
90013741,2241,0.000
90013742,2241,0.000
90013743,2241,0.000
90013744,2241,0.000
90013745,2241,0.000
90013746,2241,0.000
90013747,2241,0.000
90013748,2241,0.000
90013749,2241,0.000
90013750,2241,0.000
90013751,2241,0.000
90013752,2241,0.000
90013753,2241,0.000
90013754,2241,0.000
90013755,2241,0.000
90013756,2241,0.000
90013757,2241,0.000
90013758,2241,0.000
90013759,2241,0.000
90013760,2241,0.000
90013761,2241,0.000
90013762,2241,0.000
90013763,2241,0.000
90013764,2241,0.000
90013765,2241,0.000
90013766,2241,0.000
90013767,2241,0.000
90013768,2241,0.000
90013769,2241,0.000
90013770,2241,0.000
90013771,2241,0.000
90013772,2241,0.000
90013773,2241,0.000
90013774,2241,0.000
90013775,2241,0.000
90013776,2241,0.000
90013777,2241,0.000
90013778,2241,0.000
90013779,2241,0.000
90013780,2241,0.000
90013781,2241,0.000
90013782,2241,0.000
90013783,2241,0.000
90013784,2241,0.000
90013785,2241,0.000
90013786,2241,0.000
90013787,2241,0.000
90013788,2241,0.000
90013789,2241,0.000
90013790,2241,0.000
90013791,2241,0.000
90013792,2241,0.000
90013793,2241,0.000
90013794,2241,0.000
90013795,2241,0.000
90013796,2241,0.000
90013797,2241,0.000
90013798,2241,0.000
90013799,2241,0.000
90013800,2241,0.000
90013801,2241,0.000
90013802,2241,0.000
90013803,2241,0.000
90013804,2241,0.000
90013805,2241,0.000
90013806,2241,0.000
90013807,2241,0.000
90013808,2241,0.000
90013809,2241,0.000
90013810,2241,0.000
90013811,2241,0.000
90013812,2241,0.000
90013813,2241,0.000
90013814,2241,0.000
90013815,2241,0.000
90013816,2241,0.000
90013817,2241,0.000
90013818,2241,0.000
90013819,2241,0.000
90013820,2241,0.000
90013821,2241,0.000
90013822,2241,0.000
90013823,2241,0.000
90013824,2241,0.000
90013825,2241,0.000
90013826,2241,0.000
90013827,2241,0.000
90013828,2241,0.000
90013829,2241,0.000
90013830,2241,0.000
90013831,2241,0.000
90013832,2241,0.000
90013833,2241,0.000
90013834,2241,0.000
90013835,2241,0.000
90013836,2241,0.000
90013837,2241,0.000
90013838,2241,0.000
90013839,2241,0.000
90013840,2241,0.000
90013841,2241,0.000
90013842,2241,0.000
90013843,2241,0.000
90013844,2241,0.000
90013845,2241,0.000
90013846,2241,0.000
90013847,2241,0.000
90013848,2241,0.000
90013849,2241,0.000
90013850,2241,0.000
90013851,2241,0.000
90013852,2241,0.000
90013853,2241,0.000
90013854,2241,0.000
90013855,2241,0.000
90013856,2241,0.000
90013857,2241,0.000
90013858,2241,0.000
90013859,2241,0.000
90013860,2241,0.000
90013861,2241,0.000
90013862,2241,0.000
90013863,2241,0.000
90013864,2241,0.000
90013865,2241,0.000
90013866,2241,0.000
90013867,2241,0.000
90013868,2241,0.000
90013869,2241,0.000
90013870,2241,0.000
90013871,2241,0.000
90013872,2241,0.000
90013873,2241,0.000
90013874,2241,0.000
90013875,2241,0.000
90013876,2241,0.000
90013877,2241,0.000
90013878,2241,0.000
90013879,2241,0.000
90013880,2241,0.000
90013881,2241,0.000
90013882,2241,0.000
90013883,2241,0.000
90013884,2241,0.000
90013885,2241,0.000
90013886,2241,0.000
90013887,2241,0.000
90013888,2241,0.000
90013889,2241,0.000
90013890,2241,0.000
90013891,2241,0.000
90013892,2241,0.000
90013893,2241,0.000
90013894,2241,0.000
90013895,2241,0.000
90013896,2241,0.000
90013897,2241,0.000
90013898,2241,0.000
90013899,2241,0.000
90013900,2241,0.000
90013901,2241,0.000
90013902,2241,0.000
90013903,2241,0.000
90013904,2241,0.000
90013905,2241,0.000
90013906,2241,0.000
90013907,2241,0.000
90013908,2241,0.000
90013909,2241,0.000
90013910,2241,0.000
90013911,2241,0.000
90013912,2241,0.000
90013913,2241,0.000
90013914,2241,0.000
90013915,2241,0.000
90013916,2241,0.000
90013917,2241,0.000
90013918,2241,0.000
90013919,2241,0.000
90013920,2241,0.000
90013921,2241,0.000
90013922,2241,0.000
90013923,2241,0.000
90013924,2241,0.000
90013925,2241,0.000
90013926,2241,0.000
90013927,2241,0.000
90013928,2241,0.000
90013929,2241,0.000
90013930,2241,0.000
90013931,2241,0.000
90013932,2241,0.000
90013933,2241,0.000
90013934,2241,0.000
90013935,2241,0.000
90013936,2241,0.000
90013937,2241,0.000
90013938,2241,0.000
90013939,2241,0.000
90013940,2241,0.000
90013941,2241,0.000
90013942,2241,0.000
90013943,2241,0.000
90013944,2241,0.000
90013945,2241,0.000
90013946,2241,0.000
90013947,2241,0.000
90013948,2241,0.000
90013949,2241,0.000
90013950,2241,0.000
90013951,2241,0.000
90013952,2241,0.000
90013953,2241,0.000
90013954,2241,0.000
90013955,2241,0.000
90013956,2241,0.000
90013957,2241,0.000
90013958,2241,0.000
90013959,2241,0.000
90013960,2241,0.000
90013961,2241,0.000
90013962,2241,0.000
90013963,2241,0.000
90013964,2241,0.000
90013965,2241,0.000
90013966,2241,0.000
90013967,2241,0.000
90013968,2241,0.000
90013969,2241,0.000
90013970,2241,0.000
90013971,2241,0.000
90013972,2241,0.000
90013973,2241,0.000
90013974,2241,0.000
90013975,2241,0.000
90013976,2241,0.000
90013977,2241,0.000
90013978,2241,0.000
90013979,2241,0.000
90013980,2241,0.000
90013981,2241,0.000
90013982,2241,0.000
90013983,2241,0.000
90013984,2241,0.000
90013985,2241,0.000
90013986,2241,0.000
90013987,2241,0.000
90013988,2241,0.000
90013989,2241,0.000
90013990,2241,0.000
90013991,2241,0.000
90013992,2241,0.000
90013993,2241,0.000
90013994,2241,0.000
90013995,2241,0.000
90013996,2241,0.000
90013997,2241,0.000
90013998,2241,0.000
90013999,2241,0.000
90014000,2241,0.000
90014001,2241,0.000
90014002,2241,0.000
90014003,3411,0.000
90014004,3411,0.000
90014005,3411,0.000
90014006,3411,0.000
90014007,3411,0.000
90014008,3411,0.000
90014009,3411,0.000
90014010,3411,0.000
90014011,3411,0.000
90014012,3411,0.000
90014013,3411,0.000
90014014,3411,0.000
90014015,3411,0.000
90014016,3411,0.000
90014017,3411,0.000
90014018,3411,0.000
90014019,3411,0.000
90014020,3411,0.000
90014021,3411,0.000
90014022,3411,0.000
90014023,3411,0.000
90014024,3411,0.000
90014025,3411,0.000
90014026,3411,0.000
90014027,3411,0.000
90014028,3411,0.000
90014029,3411,0.000
90014030,3411,0.000
90014031,3411,0.000
90014032,3411,0.000
90014033,3411,0.000
90014034,3411,0.000
90014035,3411,0.000
90014036,3411,0.000
90014037,3411,0.000
90014038,3411,0.000
90014039,3411,0.000
90014040,3411,0.000
90014041,3411,0.000
90014042,3411,0.000
90014043,3411,0.000
90014044,3411,0.000
90014045,3411,0.000
90014046,3411,0.000
90014047,3411,0.000
90014048,3411,0.000
90014049,3411,0.000
90014050,3411,0.000
90014051,3411,0.000
90014052,3411,0.000
90014053,3411,0.000
90014054,3411,0.000
90014055,3411,0.000
90014056,3411,0.000
90014057,3411,0.000
90014058,3411,0.000
90014059,3411,0.000
90014060,3411,0.000
90014061,3411,0.000
90014062,3411,0.000
90014063,3411,0.000
90014064,3411,0.000
90014065,3411,0.000
90014066,3411,0.000
90014067,3411,0.000
90014068,3411,0.000
90014069,3411,0.000
90014070,3411,0.000
90014071,3411,0.000
90014072,3411,0.000
90014073,3411,0.000
90014074,3411,0.000
90014075,3411,0.000
90014076,3411,0.000
90014077,3411,0.000
90014078,3411,0.000
90014079,3411,0.000
90014080,3411,0.000
90014081,3411,0.000
90014082,3411,0.000
90014083,3411,0.000
90014084,3411,0.000
90014085,3411,0.000
90014086,3411,0.000
90014087,3411,0.000
90014088,3411,0.000
90014089,3411,0.000
90014090,3411,0.000
90014091,3411,0.000
90014092,3411,0.000
90014093,3411,0.000
90014094,3411,0.000
90014095,3411,0.000
90014096,3411,0.000
90014097,3411,0.000
90014098,3411,0.000
90014099,3411,0.000
90014100,3411,0.000
90014101,3411,0.000
90014102,3411,0.000
90014103,3411,0.000
90014104,3411,0.000
90014105,3411,0.000
90014106,3411,0.000
90014107,3411,0.000
90014108,3411,0.000
90014109,3411,0.000
90014110,3411,0.000
90014111,3411,0.000
90014112,3411,0.000
90014113,3411,0.000
90014114,3411,0.000
90014115,3411,0.000
90014116,3411,0.000
90014117,3411,0.000
90014118,3411,0.000
90014119,3411,0.000
90014120,3411,0.000
90014121,3411,0.000
90014122,3411,0.000
90014123,3411,0.000
90014124,3411,0.000
90014125,3411,0.000
90014126,3411,0.000
90014127,3411,0.000
90014128,3411,0.000
90014129,3411,0.000
90014130,3411,0.000
90014131,3411,0.000
90014132,3411,0.000
90014133,3411,0.000
90014134,3411,0.000
90014135,3411,0.000
90014136,3411,0.000
90014137,3411,0.000
90014138,3411,0.000
90014139,3411,0.000
90014140,3411,0.000
90014141,3411,0.000
90014142,3411,0.000
90014143,3411,0.000
90014144,3411,0.000
90014145,3411,0.000
90014146,3411,0.000
90014147,3411,0.000
90014148,3411,0.000
90014149,3411,0.000
90014150,3411,0.000
90014151,3411,0.000
90014152,3411,0.000
90014153,3411,0.000
90014154,3411,0.000
90014155,3411,0.000
90014156,3411,0.000
90014157,3411,0.000
90014158,3411,0.000
90014159,3411,0.000
90014160,3411,0.000
90014161,3411,0.000
90014162,3411,0.000
90014163,3411,0.000
90014164,3411,0.000
90014165,3411,0.000
90014166,3411,0.000
90014167,3411,0.000
90014168,3411,0.000
90014169,3411,0.000
90014170,3411,0.000
90014171,3411,0.000
90014172,3411,0.000
90014173,3411,0.000
90014174,3411,0.000
90014175,3411,0.000
90014176,3411,0.000
90014177,3411,0.000
90014178,3411,0.000
90014179,3411,0.000
90014180,3411,0.000
90014181,3411,0.000
90014182,3411,0.000
90014183,3411,0.000
90014184,3411,0.000
90014185,3411,0.000
90014186,3411,0.000
90014187,3411,0.000
90014188,3411,0.000
90014189,3411,0.000
90014190,3411,0.000
90014191,3411,0.000
90014192,3411,0.000
90014193,3411,0.000
90014194,3411,0.000
90014195,3411,0.000
90014196,3411,0.000
90014197,3411,0.000
90014198,3411,0.000
90014199,3411,0.000
90014200,3411,0.000
90014201,3411,0.000
90014202,3411,0.000
90014203,3411,0.000
90014204,3411,0.000
90014205,3411,0.000
90014206,3411,0.000
90014207,3411,0.000
90014208,3411,0.000
90014209,3411,0.000
90014210,3411,0.000
90014211,3411,0.000
90014212,3411,0.000
90014213,3411,0.000
90014214,3411,0.000
90014215,3411,0.000
90014216,3411,0.000
90014217,3411,0.000
90014218,3411,0.000
90014219,3411,0.000
90014220,3411,0.000
90014221,3411,0.000
90014222,3411,0.000
90014223,3411,0.000
90014224,3411,0.000
90014225,3411,0.000
90014226,3411,0.000
90014227,3411,0.000
90014228,3411,0.000
90014229,3411,0.000
90014230,3411,0.000
90014231,3411,0.000
90014232,3411,0.000
90014233,3411,0.000
90014234,3411,0.000
90014235,3411,0.000
90014236,3411,0.000
90014237,1715,0.000
90014238,1715,0.000
90014239,1715,0.000
90014240,1715,0.000
90014241,1715,0.000
90014242,1715,0.000
90014243,1715,0.000
90014244,1715,0.000
90014245,1715,0.000
90014246,1715,0.000
90014247,1715,0.000
90014248,1715,0.000
90014249,1715,0.000
90014250,1715,0.000
90014251,1715,0.000
90014252,1715,0.000
90014253,1715,0.000
90014254,1715,0.000
90014255,1715,0.000
90014256,1715,0.000
90014257,1715,0.000
90014258,1715,0.000
90014259,1715,0.000
90014260,1715,0.000
90014261,1715,0.000
90014262,1715,0.000
90014263,1715,0.000
90014264,1715,0.000
90014265,1715,0.000
90014266,1715,0.000
90014267,1715,0.000
90014268,1715,0.000
90014269,1715,0.000
90014270,1715,0.000
90014271,1715,0.000
90014272,1715,0.000
90014273,1715,0.000
90014274,1715,0.000
90014275,1715,0.000
90014276,1715,0.000
90014277,1715,0.000
90014278,1715,0.000
90014279,1715,0.000
90014280,1715,0.000
90014281,1715,0.000
90014282,1715,0.000
90014283,1715,0.000
90014284,1715,0.000
90014285,1715,0.000
90014286,1715,0.000
90014287,1715,0.000
90014288,1715,0.000
90014289,1715,0.000
90014290,1715,1.000
90014291,1715,0.000
90014292,1715,0.000
90014293,1715,0.000
90014294,1715,0.000
90014295,1715,0.000
90014296,1715,0.000
90014297,1715,0.000
90014298,1715,0.000
90014299,1715,0.000
90014300,1715,0.000
90014301,1715,0.000
90014302,1715,0.000
90014303,1715,1.000
90014304,1715,0.000
90014305,1715,0.000
90014306,1715,0.000
90014307,1715,0.000
90014308,1715,0.000
90014309,1715,0.000
90014310,1715,0.000
90014311,1715,0.000
90014312,1715,0.000
90014313,1715,0.000
90014314,1715,0.000
90014315,1715,0.000
90014316,1715,0.000
90014317,1715,0.000
90014318,1715,0.000
90014319,1715,0.000
90014320,1715,0.000
90014321,1715,0.000
90014322,1715,0.000
90014323,1715,0.000
90014324,1715,0.000
90014325,1715,0.000
90014326,1715,0.000
90014327,1715,2.000
90014328,1715,9.000
90014329,1715,1.000
90014330,1715,1.000
90014331,1715,1.000
90014332,1715,1.000
90014333,1715,1.000
90014334,1715,1.000
90014335,1715,1.000
90014336,1715,1.000
90014337,1715,0.000
90014338,1715,0.000
90014339,1715,0.000
90014340,1715,0.000
90014341,1715,0.000
90014342,1715,0.000
90014343,1715,0.000
90014344,1715,0.000
90014345,1715,1.000
90014346,1715,1.000
90014347,1715,0.000
90014348,1715,1.000
90014349,1715,0.000
90014350,1715,0.000
90014351,1715,0.000
90014352,1715,0.000
90014353,1715,0.000
90014354,1715,0.000
90014355,1715,0.000
90014356,1715,1.000
90014357,1715,0.000
90014358,1715,0.000
90014359,1715,10.000
90014360,1715,6.000
90014361,1715,0.000
90014362,1715,1.000
90014363,1715,0.000
90014364,1715,0.000
90014365,1715,0.000
90014366,1715,0.000
90014367,1715,4.000
90014368,1715,1.000
90014369,1715,6.000
90014370,1715,0.000
90014371,1715,0.000
90014372,1715,0.000
90014373,1715,0.000
90014374,1715,0.000
90014375,1715,1.000
90014376,1715,2.000
90014377,1715,1.000
90014378,1715,0.000
90014379,1715,0.000
90014380,1715,0.000
90014381,1715,0.000
90014382,1715,2.000
90014383,1715,0.000
90014384,1715,0.000
90014385,1715,5.000
90014386,1715,0.000
90014387,1715,0.000
90014388,1715,0.000
90014389,1715,0.000
90014390,1715,0.000
90014391,1715,0.000
90014392,1715,0.000
90014393,1715,1.000
90014394,1715,0.000
90014395,1715,0.000
