"Material";"Plant";"Material Description";"HasStock";"DUPLICATE_REFERENCE";"MANUFACTURER/VENDOR";"PART_NUMBER";"M";"Utopia_OEMFlag";"Z011_NotOEM";"count(Characteristic Value)";"maximum(Criticality)";"count(BOM Usg)";"CLASS";"MFRPN";"MFRNR";"Class1";"Class2";"Fournisseur";"Priority"
90000297;1715;"KIT GUN ASSY PCMC 30668897 O-RINGS KIT";"true";;"PCMC";"30668897";"PCMC";"NOT OEM";"TRUE";;4;2;;;;;;;16
90000310;1715;"KIT PISTON PLUG PCMC 120885.005.0";"false";;"PCMC";"120885.005.0";"PCMC";"NOT OEM";"TRUE";;;;;;;;;;0
90002750;1715;"RAIL LINEAR EDSON E1000991";"false";;"EDSON";"E1000991";"EDSON";"NOT OEM";"TRUE";;2;1;;;;;;;2
90002752;1715;"RAIL LINEAR EDSON E1002445";"false";;"EDSON";"E1002445";"EDSON";"NOT OEM";"TRUE";;2;2;;;;;;;6
90003026;1715;"SWITCH PRESSURE BRETTING 11000006 30V";"false";;"BRETTING";"11000006";"BRETTING";"NOT OEM";"TRUE";1;;;;;;;;;-8
90003055;1715;"VALVE SOLENOID BRETTING 42001113";"false";"GRP-ED-241";"BRETTING";"42001113";"BRETTING";"NOT OEM";"TRUE";;2;1;;;;;;;2
90002121;1715;"BLADE ANVIL BRETTING 6608-108T012 101IN";"false";;"BRETTING";"6608-108T012";"BRETTING";"NOT OEM";"TRUE";0;4;1;;;;;;;4
90001912;1715;"BEARING LINEAR EDSON E1000967";"false";;"EDSON";"E1000967";"EDSON";"NOT OEM";"TRUE";;2;1;;;;;;;2
90001908;1715;"BEARING LINEAR EDSON E1000302";"false";;"EDSON";"E1000302";"EDSON";"NOT OEM";"TRUE";;2;2;;;;;;;6
90001911;1715;"BEARING LINEAR EDSON E1000923";"false";;"EDSON";"E1000923";"EDSON";"NOT OEM";"TRUE";;2;2;;;;;;;6
90002437;1715;"HORN ELECTRIC AB 855H-B-D30-B-D 10-30VDC";"false";;"ROCKWELL AUTOMATION";"855H-B-D30-B-D";"ALLEN-BRADLEY";"OEM";"FALSE";0;8;1;;;;;;;20
90000526;1715;"VALVE CONTROL PCMC 30273766";"false";;"PCMC";"30273766";"PCMC";"NOT OEM";"TRUE";;4;2;;;;;;;8
90002754;1715;"RAIL LINEAR EDSON E1003458";"false";;"EDSON";"E1003458";"EDSON";"NOT OEM";"TRUE";;2;1;;;;;;;2
90000518;1715;"SWITCH SAFETY PCMC 30581532";"true";;"PCMC";"30581532";"PCMC";"NOT OEM";"TRUE";;2;4;;;;;;;14
90001914;1715;"BEARING LINEAR EDSON E1004164";"false";;"EDSON";"E1004164";"EDSON";"NOT OEM";"TRUE";;2;1;;;;;;;2
90003064;1715;"VALVE SOLENOID NUMATICS 353BA43AMN56Y61";"false";;"NUMATICS";"353BA43AMN56Y61";"NUMATICS";"NOT OEM";"FALSE";2;2;3;;;;;;;10
90001364;1715;"FUSE PCMC 55610 110A 600V";"true";;"PCMC";"55610";"PCMC";"NOT OEM";"TRUE";0;2;2;;;;;;;14
90001904;1715;"BEARING FLANGED SEALMASTER SFT-32RT 2IN";"false";;"SEALMASTER";"SFT-32RT";"SEALMASTER";"NOT OEM";"FALSE";1;4;2;;;;;;;12
90002103;1715;"BEARING PILLOW BLOCK SEALMASTER NP-32-RT";"false";;"SEALMASTER";"NP-32-RT";"SEALMASTER";"NOT OEM";"FALSE";0;4;1;;;;;;;16
90000189;1715;"BELT TIMING INFINITY 531-2800B 2800MM";"false";;"INFINITY";"531-2800B";"INFINITY";"NOT OEM";"TRUE";0;2;3;;;;;;;6
90000198;1715;"CONTACT ELECTRICAL PCMC 30460652 23A 24V";"false";;"PCMC";"30460652";"PCMC";"NOT OEM";"TRUE";1;4;2;;;;;;;0
90002378;1715;"COUPLING RIGID ZERO MAX SC050R 59.8MM";"false";;"RIGID ZERO MAX";"SC050R";"RIGID ZERO MAX";"NOT OEM";"FALSE";0;2;1;;;;;;;14
90001936;1715;"FILTER ELEMENT LUBR BRETTING 41040024";"false";;"BRETTING";"41040024";"BRETTING";"NOT OEM";"TRUE";;;;;;;;;;0
90002753;1715;"RAIL LINEAR EDSON E1003441";"false";;"EDSON";"E1003441";"EDSON";"NOT OEM";"TRUE";;2;1;;;;;;;2
90000497;1715;"POWER RACK PCMC 44794";"false";;"PCMC";"44794";"PCMC";"NOT OEM";"TRUE";;2;2;;;;;;;6
90002149;1715;"BUSHING EDSON E1000484 30MM";"false";;"EDSON";"E1000484";"EDSON";"NOT OEM";"TRUE";0;2;1;;;;;;;2
90002255;1715;"CONTACTOR ALLEN BRADLEY 100S-C09EJ14BC";"false";;"ROCKWELL AUTOMATION";"100S-C09EJ14BC";"ALLEN-BRADLEY";"OEM";"FALSE";2;;;;;;;;;4
90001901;1715;"BEARING FLANGED SEALMASTER SF-32RT 2IN";"false";;"SEALMASTER";"SF-32RT";"SEALMASTER";"NOT OEM";"FALSE";1;4;2;;;;;;;12
90000309;1715;"KIT PISTON PCMC 120885.008.0 CALIPER BRK";"false";;"PCMC";"120885.008.0";"PCMC";"NOT OEM";"TRUE";;;;;;;;;;0
90002870;1715;"POWER SUPPLY ELECTRICAL AB 1606-XLP50B";"false";;"ROCKWELL AUTOMATION";"1606-XLP50B";"ALLEN-BRADLEY";"OEM";"FALSE";;;;;;;;;;12
90000530;1715;"VALVE PRESS REDUCING PCMC 30435646";"false";;"PCMC";"30435646";"PCMC";"NOT OEM";"TRUE";1;4;2;;;;;;;0
90002871;1715;"POWER SUPPLY ELECTRICAL AB 1734-EP24DC";"false";"GRP-PD-7";"ROCKWELL AUTOMATION";"1734-EP24DC";"ALLEN-BRADLEY";"OEM";"FALSE";;;;;;;;;;12
90001974;1715;"ARM LINK BRETTING 5560-151";"false";;"BRETTING";"5560-151";"BRETTING";"NOT OEM";"TRUE";;2;1;;;;;;;2
90001265;1715;"CABLE ELECTRICAL PCMC 30294940 9000MM";"false";;"PCMC";"30294940";"PCMC";"NOT OEM";"TRUE";0;2;1;;;;;;;2
90000076;1715;"BEARING ROLLER PCMC 30513735 85MM 140MM";"false";;"PCMC";"30513735";"PCMC";"NOT OEM";"TRUE";0;4;2;;;;;;;8
90002023;1715;"BEARING ROLLER BRETTING 01050013 8.75IN";"false";;"BRETTING";"01050013";"BRETTING";"NOT OEM";"TRUE";0;2;1;;;;;;;2
90002327;1715;"CYLINDER PNEUMATIC EDSON E1059251 40MM";"false";"GRP-ED-128";"EDSON";"E1059251";"EDSON";"NOT OEM";"TRUE";0;2;1;;;;;;;2
90001301;1715;"CIRCUIT BREAKER PCMC 30657270 1 POLE 15A";"true";;"PCMC";"30657270";"PCMC";"NOT OEM";"TRUE";1;4;2;;;;;;;8
90001915;1715;"BEARING LINEAR EDSON E1007887 SIZE 25";"false";;"EDSON";"E1007887";"EDSON";"NOT OEM";"TRUE";;2;1;;;;;;;2
90003056;1715;"VALVE SOLENOID BRETTING 42001113 2000PSI";"false";"GRP-ED-241";"BRETTING";"42001113";"BRETTING";"NOT OEM";"TRUE";1;;;;;;;;;-8
90003030;1715;"SWITCH SAFETY BRETTING 13020058";"false";;"BRETTING";"13020058";"BRETTING";"NOT OEM";"TRUE";1;;;;;;;;;-8
90001874;1715;"BEARING FLANGED DODGE F4B-E-104R(023094)";"false";;"DODGE";"F4B-E-104R(023094)";"DODGE";"NOT OEM";"FALSE";1;2;1;;;;;;;6
90000413;1715;"RAIL LINEAR PCMC 30505812 330MM 43MM";"false";;"PCMC";"30505812";"PCMC";"NOT OEM";"TRUE";0;2;2;;;;;;;6
90000414;1715;"RAIL LINEAR PCMC 30505819 330MM 43MM";"false";;"PCMC";"30505819";"PCMC";"NOT OEM";"TRUE";0;2;2;;;;;;;6
90000300;1715;"KIT HDL PCMC 123639 CABINET ENCL";"false";;"PCMC";"123639";"PCMC";"NOT OEM";"TRUE";;4;16;;;;;;;8
90003058;1715;"VALVE SOLENOID BRETTING 42000973 24V";"false";;"BRETTING";"42000973";"BRETTING";"NOT OEM";"TRUE";0;2;2;;;;;;;6
90000201;1715;"CONTACT ELECTRICAL PCMC 30460662 9A 24V";"false";;"PCMC";"30460662";"PCMC";"NOT OEM";"TRUE";1;2;3;;;;;;;-2
90002007;1715;"BEARING PILLOW BLOCK DODGE P2B-E-103R";"false";;"DODGE";"P2B-E-103R";"DODGE";"NOT OEM";"FALSE";;2;2;;;;;;;18
90000200;1715;"CONTACT ELECTRICAL PCMC 30460657 43A 24V";"false";;"PCMC";"30460657";"PCMC";"NOT OEM";"TRUE";1;2;2;;;;;;;-2
90001790;1715;"RELAY SAFETY PCMC 30423680 24V COIL 24V";"true";;"PCMC";"30423680";"PCMC";"NOT OEM";"TRUE";1;2;1;;;;;;;2
90001603;1715;"POWER SUPPLY ELEC PCMC 153541.022.0";"false";;"PCMC";"153541.022.0";"PCMC";"NOT OEM";"TRUE";0;2;1;;;;;;;2
90000353;1715;"MOTOR AC PCMC 30208328 60HZ 3PH .5HP";"false";;"PCMC";"30208328";"PCMC";"NOT OEM";"TRUE";0;0;2;;;;;;;4
