"Material";"Plant";"Material Description";"HasStock";"DUPLICATE_REFERENCE";"MANUFACTURER/VENDOR";"PART_NUMBER";"M";"Utopia_OEMFlag";"Z011_NotOEM";"count(Characteristic Value)";"maximum(Criticality)";"count(BOM Usg)";"CLASS";"MFRPN";"MFRNR";"Class1";"Class2";"Fournisseur";"Priority"
90012658;3411;"DRILL BIT 7/16 SPEEDST";"false";;;;;;;;;;"?";"01A528";"Walter";"?";"?";"EIJ";0
90012659;3411;"DRILL BIT 29/64 SPEEDST";"false";;;;;;;;;;"?";"01A529";"Walter";"?";"?";"EIJ";0
90012660;3411;"DRILL BIT 15/32 SPEEDST";"false";;;;;;;;;;"?";"01A530";"Walter";"?";"?";"EIJ";0
90012661;3411;"DRILL BIT 31/64 SPEEDST";"false";;;;;;;;;;"?";"01A531";"Walter";"?";"?";"EIJ";0
90012662;3411;"DRILL BIT 1/2 SPEEDST";"false";;;;;;;;;;"?";"01A532";"Walter";"?";"?";"EIJ";0
90012663;3411;"ADAPT 1/4 HOSE BARB 3/8 NPTF MALE";"false";;;;;;;;;;"?";"125HBL-4-6";"parker";"?";"?";"WAINBEE";0
90012664;3411;"ADAPT 3/8 HOSE BARB 1/4 NPTF MALE";"false";;;;;;;;;;"?";"125HBL-6-4";"parker";"?";"?";"WAINBEE";0
90012665;3411;"ADAPT 3/8 HOSE BARB 3/8 NPTF MALE";"false";;;;;;;;;;"?";"125HBL-6-6";"parker";"?";"?";"WAINBEE";0
90012666;3411;"ADAPT 1/2 HOSE BARB 1/2 NPTF MALE";"false";;;;;;;;;;"?";"125HBL-8-8";"PARKER";"?";"?";"WAINBEE";0
90012667;3411;"ADAPT 1/4 HOSE BARB 1/4 NPTF FEMALE";"false";;;;;;;;;;"?";"126HBL-4-4";"parker";"?";"?";"WAINBEE";0
90012668;3411;"ADAPT 3/8 HOSE BARB 3/8 NPTF FEMELE";"false";;;;;;;;;;"?";"126HBL-6-6";"parker";"?";"?";"WAINBEE";0
90012669;3411;"REGULATOR PNEUM 0.125IN 250PSI 13CFM";"false";;;;;;;;;;"?";"14R013FC";"PARKER";"pneumatic air prep";"pneumatic frl filtration, regulators & lubricators";"WAJAX";0
90012670;3411;"REGULATOR PNEUM 0.25IN 60PSI 15CFM";"false";;;;;;;;;;"?";"14R111FC";"PARKER";"pneumatic misc";"pneumatic misc";"WAJAX";0
90012671;3411;"REGULATOR PNEUM 0.25IN 125PSI 15CFM";"false";;;;;;;;;;"?";"14R113FC";"PARKER";"pneumatic misc";"pneumatic misc";"WAJAX";0
90012672;3411;"LUBRICATOR PNEUM 0.25IN 150PSI 40SCFM";"false";;;;;;;;;;"?";"15L12NA";"PARKER";"pneumatic air prep";"pneumatic frl filtration, regulators & lubricators";"WAJAX";0
90012673;3411;"FILTER FAN MAT 289X289MM CHEM FIBRE";"false";;;;;;;;;;"?";"SK 3183.100";"Rittal";"?";"?";"JACMAR";0
90012674;3411;"FAN 353CFM 115V 50/60HZ NEMA12 FILTRM";"false";;;;;;;;;;"?";"SK 3326.117";"Rittal";"?";"?";"JACMAR";0
90012675;3411;"ENCLOSURE PUSHBUTTON 2B 22MM STEEL GRY";"false";;;;;;;;;;"?";"MPB2";"Hammond manufacturing";"?";"?";"LUMEN";0
90012676;3411;"ENCL COVER 6X6X6IN SCREW 3+3KO";"false";;;;;;;;;;"?";"666 SC ";"B-line (eaton)";"?";"?";"LUMEN";0
90012677;3411;"TERM BLOCK DIN 2POS 12-0AWG 50SQMM 125A";"false";;;;;;;;;;"?";"102050 WDU35";"WEIDMULLER ";"?";"?";"LUMEN";0
90012678;3411;"TRANSFO 150VA P600S120/240V 0.25/1.25A";"false";;;;;;;;;;"?";"M0150J";"Marcus ";"?";"?";"LUMEN";0
90012679;3411;"TRANSFO 500VA 120/240V";"false";;;;;;;;;;"?";"TA-81015";"Acme Electric Corp";"?";"?";"LUMEN";0
90012680;3411;"TRANSFO 50VA P600S120V";"false";;;;;;;;;;"?";"HT96800";"Hammond manufacturing";"?";"?";"LUMEN";0
90012681;3411;"FUSE HOLDER LED M4/8 SFDT 600V 10A GRAY";"false";;;;;;;;;;"?";"011566525";"Entrelec";"?";"?";"CONTR�LES JAD";0
90012682;3411;"FUSE HOLDER LED M4/8 SFLT 600V 10A GRAY";"false";;;;;;;;;;"?";"011566727";"Entrelec";"?";"?";"CONTR�LES JAD";0
90012683;3411;"FITTING T CMP-NPT-CMP 0.25IN";"false";;;;;;;;;;"?";"3108 56 14";"PARKER";"?";"?";"WAINBEE";0
90012684;3411;"FITTING ELBOW 90D CMP-NPT 6MM-0.125IN";"false";;;;;;;;;;"?";"3109 06 11";"Parker";"?";"?";"WAJAX";0
90012685;3411;"FITTING ELBOW 90D CMP-NPT 0.25-0.375IN";"false";;;;;;;;;;"?";"3109 56 18";"PARKER";"?";"?";"WAINBEE";0
90012686;3411;"FITTING ELBOW 90D CMP-NPT 0.5-0.375IN";"false";;;;;;;;;;"?";"3109 62 18";"PARKER";"?";"?";"WAINBEE";0
90012687;3411;"ADAPT CMP-NPT 0.125-11/32IN";"false";;;;;;;;;;"?";"3171 56 20";"PARKER";"?";"?";"WAINBEE";0
90012688;3411;"ADAPT CMP-NPT 6MM-0.125IN";"false";;;;;;;;;;"?";"3175 06 11";"PARKER";"?";"?";"WAJAX";0
90012689;3411;"ACTUATOR LP 4IN 200PSI RUN 4IN";"false";;;;;;;;;;"?";"4.001LP94.000";"PARKER";"?";"?";"WAINBEE";0
90012690;3411;"CARTRIDGE FILTER PNEUM FINITE 4C10-050";"false";;"FINITE";"4C10-050";"FINITE";"NOT OEM";"FALSE";;;;;;;;;;12
90012691;3411;"FITTING UNION COMP 0.25IN";"false";;;;;;;;;;"?";"62C-4-4";"PARKER";"?";"?";"WAINBEE";0
90012692;3411;"SOLENOID COIL PARKER 69728-01";"false";;"PARKER";"69728-01";"PARKER";"NOT OEM";"FALSE";;;;"?";"69728-01";"PARKER";"?";"?";"WAJAX";12
90012693;3411;"CARTRIDGE FILTER PNEUM FINITE 6C15-095";"false";;"FINITE";"6C15-095";"FINITE";"NOT OEM";"FALSE";;;;;;;;;;12
90012694;3411;"CARTRIDGE FILTER 10MIC PARKER4VA85 VITON";"false";;"PARKER";"4VA85";"PARKER";"NOT OEM";"FALSE";;;;"?";"932648Q";"parker";"?";"?";"WAINBEE";12
90012695;3411;"CARTRIDGE FILTER 10MIC PARKER 4VA85 BUNA";"false";;"PARKER";"4VA85";"PARKER";"NOT OEM";"FALSE";;;;"?";"932651Q";"Parker";"?";"?";"WAINBEE";12
90012696;3411;"VALVE SAFETY AVF 0.375IN";"false";;;;;;;;;;"?";"AVF-3/4-S28";"PARKER";"?";"?";"WAJAX";0
90012697;3411;"VALVE SOLENOID SINGLE 0.25IN NPT 2POS";"false";;;;;;;;;;"?";"B511ACB53C";"Parker";"?";"?";"WAINBEE";0
90012698;3411;"VALVE SOLENOID AIR 4WAY 0.25IN";"false";;;;;;;;;;"?";"B551ACH53C";"PARKER";"?";"?";"WAJAX";0
90012699;3411;"VALVE SOLENOID SINGLE 0.375IN NPT 3W2P";"false";;;;;;;;;;"?";"B5G2BB553C";"Parker";"?";"?";"WAINBEE";0
90012700;3411;"VALVE SOLENOID DBLE 4WAY3POS 4.75IN NPT";"false";;;;;;;;;;"?";"B652BB553A";"Parker";"?";"?";"WAINBEE";0
90012701;3411;"VALVE SOLENOID SINGLE 3W2P";"false";;;;;;;;;;"?";"B7V3BB553A";"PARKER";"valve";"valve miscellaneous";"WAJAX";0
90012702;3411;"FILTER PNEUM MUFF 0.125IN 250PSI";"false";;;;;;;;;;"?";"EM12";"parker";"?";"?";"WAINBEE";0
90012703;3411;"FILTER PNEUM MUFF 0.25IN 250PSI";"false";;;;;;;;;;"?";"EM25";"parker";"?";"?";"WAINBEE";0
90012704;3411;"FILTER PNEUM MUFF 0.375IN 250PSI";"false";;;;;;;;;;"?";"EM37";"parker";"?";"?";"WAINBEE";0
90012705;3411;"FILTER PNEUM MUFF 0.5IN 250PSI";"false";;;;;;;;;;"?";"EM50";"parker";"?";"?";"WAINBEE";0
90012706;3411;"FILTER PNEUM 0.25IN 100PSI 0.01MIC";"false";;;;;;;;;;"?";"HN1L-4CD";"PARKER";"?";"?";"WAJAX";0
90012707;3411;"VALVE OVERRIDE KIT LOCKING VALVAIR II";"false";;"PARKER";;"PARKER";"NOT OEM";"FALSE";;;;"?";"K152003";"Parker";"?";"?";"WAINBEE";12
90012708;3411;"KIT VALVE PARKER VALVAIR II";"false";;"PARKER";;"PARKER";"NOT OEM";"FALSE";;;;"?";"K352124";"Parker";"?";"?";"WAINBEE";12
90012709;3411;"KIT VALVE PARKER-N";"false";;"PARKER";;"PARKER";"NOT OEM";"FALSE";;;;"?";"k352166";"parker";"?";"?";"WAINBEE";12
90012710;3411;"GAUGE PRESSURE 60PSI 0.125IN";"false";;;;;;;;;;"?";"K4515N18060";"PARKER";"pneumatic air prep";"pneumatic frl filtration, regulators & lubricators";"WAJAX";0
90012711;3411;"VALVE SOLENOID 3W2P 0.375PO 120VAC";"false";;;;;;;;;;"?";"N3554904553";"PARKER";"pneumatic misc";"pneumatic misc";"WAJAX";0
90012712;3411;"VALVE QUICK EXAUST URETHANE 0.375IN NPTF";"false";;;;;;;;;;"?";"OR37B";"Parker";"?";"?";"WAINBEE";0
90012713;3411;"LUBRICATOR PNEUM 0.375IN 150PSI POLY";"false";;;;;;;;;;"?";"P32LB93LGNN";"PARKER";"?";"?";"WAJAX";0
90012714;3411;"FILTER PNEUM REGUL 0.5IN 125PSI POLY";"false";;;;;;;;;;"?";"P33EA94EGMBNGP";"PARKER";"pneumatic air prep";"pneumatic frl filtration, regulators & lubricators";"WAJAX";0
90012715;3411;"CARTRIDGE FILTER PNEUM PARKER P33 5MIC";"false";;"PARKER";"P33";"PARKER";"NOT OEM";"FALSE";;;;"?";"P33KA00ESE";"PARKER";"pneumatic air prep";"pneumatic frl filtration, regulators & lubricators";"WAJAX";12
90012716;3411;"CONNECTOR ELEC PARKER XM 6FT PES-C12";"false";;"PARKER";"PESC12";"PARKER";"NOT OEM";"FALSE";;;;"?";"PES-C12";"Parker";"?";"?";"WAJAX";12
90012717;3411;"KIT SEAL PARKER 2MA 2IN";"false";;"PARKER";"2MA 2IN";"PARKER";"NOT OEM";"FALSE";;;;"?";"PK2002MA01";"PARKER";"pneumatic cylinder";"pneumatic cylinder part";"WAJAX";12
90012718;3411;"KIT SEAL PARKER 2MA 3.25IN";"false";;"PARKER";"2MA 3.25IN";"PARKER";"NOT OEM";"FALSE";;;;"?";"PK3202MA01";"PARKER";"actuators/cylinders";"cylinder parts & accessories";"WAJAX";12
90012719;3411;"KIT SEAL PARKER 2MA 4IN";"false";;"PARKER";"2MA 4IN";"PARKER";"NOT OEM";"FALSE";;;;"?";"PK4002MA01";"PARKER";"pneumatic cylinder";"pneumatic cylinder part";"WAJAX";12
90012720;3411;"KIT SEAL PARKER 2A 5IN";"false";;"PARKER";"2A 5IN";"PARKER";"NOT OEM";"FALSE";;;;"?";"PK5002A001";"PARKER";"actuators/cylinders";"cylinder parts & accessories";"WAJAX";12
90012721;3411;"KIT SEAL PARKER 4MA 6IN";"false";;"PARKER";"4MA 6IN";"PARKER";"NOT OEM";"FALSE";;;;"?";"PK6004MA01";"PARKER";"pneumatic misc";"pneumatic misc";"WAJAX";12
90012722;3411;"SERVICE KIT VALVE PARKER PL502600";"false";;"PARKER";"PL502600";"PARKER";"NOT OEM";"FALSE";;;;"?";"PL502600";"PARKER";"valve";"block assembly";"WAJAX";12
90012723;3411;"KIT MOUNTING BRACKET PARKER PS417P";"false";;"PARKER";"PS417P";"PARKER";"NOT OEM";"FALSE";;;;"?";"PS417BP";"PARKER";"pneumatic misc";"pneumatic misc";"WAJAX";12
90012724;3411;"KIT MOUNTING BRACKET PARKER PS807P";"false";;"PARKER";"PS807P";"PARKER";"NOT OEM";"FALSE";;;;"?";"PS807P";"PARKER";"pneumatic misc";"pneumatic misc";"WAJAX";12
90012725;3411;"KIT MOUNTING BRACKET PARKER PS843P";"false";;"PARKER";"PS843P";"PARKER";"NOT OEM";"FALSE";;;;"?";"PS843P";"PARKER";"pneumatic misc";"pneumatic misc";"WAJAX";12
90012726;3411;"KIT CONNECTOR PARKER PS954P";"false";;"PARKER";"PS954P";"PARKER";"NOT OEM";"FALSE";;;;"?";"PS954P";"PARKER";"pneumatic air prep";"pneumatic frl filtration, regulators & lubricators";"WAJAX";12
90012727;3411;"KIT MOUNTING BRACKET PARKER PS963P";"false";;"PARKER";"PS963P";"PARKER";"NOT OEM";"FALSE";;;;"?";"PS963P";"PARKER";"pneumatic air prep";"pneumatic frl filtration, regulators & lubricators";"WAJAX";12
90012728;3411;"VALVE BLOCKING SENSING 150PSI 0.375IN";"false";;;;;;;;;;;;;;;;0
90012729;3411;"KIT CYLINDER PARKER RG02MA0061";"false";;"PARKER";"RG02MA0061";"PARKER";"NOT OEM";"FALSE";;;;"?";"RG02MA0061KIT";"PARKER";"pneumatic misc";"pneumatic misc";"WAJAX";12
90012730;3411;"KIT CYLINDER PARKER RG02MA0101";"false";;"PARKER";"RG02MA0101";"PARKER";"NOT OEM";"FALSE";;;;"?";"RG02MA0101";"PARKER";"pneumatic cylinder";"pneumatic cylinder part";"WAJAX";12
90012731;3411;"KIT CYLINDER PARKER RG02MA0131";"false";;"PARKER";"RG02MA0131";"PARKER";"NOT OEM";"FALSE";;;;"?";"RG02MA0131";"PARKER";"pneumatic misc";"pneumatic misc";"WAJAX";12
90012732;3411;"KIT CYLINDER PARKER RG02MA0171";"false";;"PARKER";"RG02MA0171";"PARKER";"NOT OEM";"FALSE";;;;"?";"RG04MA0171";"PARKER";"pneumatic misc";"pneumatic misc";"WAJAX";12
90012733;3411;"KIT CYLINDER PARKER RK2AHL0131";"false";;"PARKER";"RK2AHL0131";"PARKER";"NOT OEM";"FALSE";;;;"?";"RK2AHL0131";"PARKER";"actuators/cylinders";"cylinder parts & accessories";"WAJAX";12
90012734;3411;"KIT CYLINDER PARKER-4MA 4-1-1";"false";;"PARKER";"4MA 4-1-1";"PARKER";"NOT OEM";"FALSE";;;;"?";"SK40104MA1";"Parker";"?";"?";"WAINBEE";12
90012735;3411;"KIT MOTOR HYDRAULIC PARKER TC0080FP100AA";"false";;"PARKER";"TC0080FP100AA";"PARKER";"NOT OEM";"FALSE";;;;"?";"TC0080FP100AAAA";"PARKER";"hydraulic motors";"motor misc.";"WAJAX";12
90012736;3411;"VALVE CTRL PNEUM 3WAY 0.125IN NPT INLINE";"false";;;;;;;;;;"?";"XM30NB553A";"Parker";"?";"?";"WAINBEE";0
90012737;3411;"ACTUATOR PNEUMATIC SPRING RETURN PASW ";"false";;"CHEMLINE";"PASW�";"CHEMLINE";"NOT OEM";"FALSE";;;;"?";"PASW";"CHEMLINE PLASTICS LIMITED";"?";"?";"WAJAX";12
90012738;3411;"ACTUATOR PNEUMATIC D.A. SERIES PAD00";"false";;"DIAKONT";"PAD00";"DIAKONT";"NOT OEM";"FALSE";;;;"?";"PAD00";"CHEMLINE PLASTICS LIMITED";"?";"?";"WAJAX";12
90012739;3411;"ACTUATOR PNEUMATIC SPRING RETURN PAS00";"false";;"CHEMLINE";"PAS00";"CHEMLINE";"NOT OEM";"FALSE";;;;"?";"PAS00";"CHEMLINE PLASTICS LIMITED";"?";"?";"WAJAX";12
90012740;3411;"BEARING BALL 0.750IN 1.625IN 0.500IN";"false";;;;;;;;;;"?";"16302RS";"WAJAX";"national ball bearing-deep groove";"national deep groove ball bearing";"WAJAX";0
90012741;3411;"SPRING AIR STK 4.9IN F 2.17HZ PLT 4.1IN ";"false";;;;;;;;;;"?";"YI-1S4-007";"COWPER INC";"pneumatic cylinder";"pneumatic cylinder bellow";"WAJAX";0
90012742;3411;"VALVE FLOW CONTROL 1/8 NPT 150PSI";"false";;;;;;;;;;"?";"FCP2";"COWPER INC";"pneumatic misc";"pneumatic misc";"WAJAX";0
90012743;3411;"SHAFT SLV MN0.871 MX0.877 W0.312 L0.437";"false";;;;;;;;;;"?";"99087";"DAEMAR INC.";"seals-speedi sleeves";"speedi sleeves";"WAJAX";0
90012744;3411;"SHAFT SLV MN1.245 MX1.253 W0.312 L0.437";"false";;;;;;;;;;"?";"99125";"DAEMAR INC.";"seals-speedi sleeves";"speedi sleeves";"WAJAX";0
90012745;3411;"SHAFT SLV MN1.372 MX1.378 W0.500 L0.063";"false";;;;;;;;;;"?";"99139";"DAEMAR INC.";"seals-speedi sleeves";"speedi sleeves";"WAJAX";0
90012746;3411;"SEAL OIL DLIP 65MM ID 85MM OD 10MM W ";"false";;;;;;;;;;"?";"658510-DL";"DAEMAR INC.";"seals-oil seals all types";"metric size oil seal";"WAJAX";0
90012747;3411;"SEAL OIL DLIP 110MM ID 410MM OD 12MM W";"false";;;;;;;;;;"?";"11014012-DL";"DAEMAR INC.";"seals-oil seals all types";"metric size oil seal";"WAJAX";0
90012748;3411;"UNION ROTARY MONOFLOW 1IN NPT LH 3V HOLE";"false";;;;;;;;;;"?";"355-481-003";"DEUBLIN COMPANY";"jibs/monorails/cranes/hoists/rotary joints";"rotary joints wall mount";"WAJAX";0
90012749;3411;"UNION ROTARY MONOFLOW 1IN NPT RH 3V HOLE";"false";;;;;;;;;;"?";"355481002";"DEUBLIN COMPANY";"jibs/monorails/cranes/hoists/rotary joints";"rotary joints wall mount";"WAJAX";0
90012750;3411;"UNION ROTARY 3/8-24 UNF RH ";"false";;;;;;;;;;"?";"1005-020-019";"DEUBLIN COMPANY";"jibs/monorails/cranes/hoists/rotary joints";"rotary joints wall mount";"WAJAX";0
90012751;3411;"UNION ROTARY 5/8IN-18 UNF 1/4IN SVC PORT";"false";;;;;;;;;;"?";"1102-070-029";"DEUBLIN COMPANY";"u-joints all styles & types";"complete universal joints";"WAJAX";0
90012752;3411;"BEARING BALL FLG 4B BORE 3.0IN MED DUTY";"false";;;;;;;;;;"?";"129694";"ABB MOTORS & MECHANICAL (CANADA) INC";"medium duty pillow blocks,flange blocks & inserts";"flange blocks medium duty";"WAJAX";0
90012753;3411;"SPROCKET BUSHING C 40/1/2' 1008/14 ST";"false";;;;;;;;;;"?";"100500";"ABB MOTORS & MECHANICAL (CANADA) INC";"sprockets-taper lock sprockets";"sprockets taper lock";"WAJAX";0
90012754;3411;"BUSHING TAPER LK 1008 SERIES BR 0.87 IN ";"false";;;;;;;;;;"?";"117074";"ABB MOTORS & MECHANICAL (CANADA) INC";"bushings-taper lock bushings";"bushings taper lock";"WAJAX";0
90012755;3411;"BUSHING QCK DISC SH BR 1-3/8 IN ST";"false";;;"SH 1-3/8";;;;;;;"?";"120359";"ABB MOTORS & MECHANICAL (CANADA) INC";"?";"?";"WAJAX";0
90012755;3411;"BUSHING QCK DISC SH BR 1-3/8 IN ST";"false";;;"SH 1-3/8";;;;;;;"?";"120359";"ABB MOTORS & MECHANICAL (CANADA) INC";"bushings-qd bushings - trantorque";"bushings qd";"WAJAX";0
90012756;3411;"BUSHING QCK DISC SF BR 1-15/16 IN ST";"false";;;"SF 1-15/16";;;;;;;"?";"120471";"ABB MOTORS & MECHANICAL (CANADA) INC";"bushings-qd bushings - trantorque";"bushings qd";"WAJAX";0
90012757;3411;"BUSHING QCK DISC SD BR 1-1/2 IN ST";"false";"GRP-PD-91";"MARTIN SPROCKET & GEAR";"SD 1-1/2";"MARTIN SPROCKET & GEAR";"NOT OEM";"FALSE";;;;"?";"120380";"ABB MOTORS & MECHANICAL (CANADA) INC";"?";"?";"WAJAX";12
90012757;3411;"BUSHING QCK DISC SD BR 1-1/2 IN ST";"false";"GRP-PD-91";"MARTIN SPROCKET & GEAR";"SD 1-1/2";"MARTIN SPROCKET & GEAR";"NOT OEM";"FALSE";;;;"?";"120380";"ABB MOTORS & MECHANICAL (CANADA) INC";"bushings-qd bushings - trantorque";"bushings qd";"WAJAX";12
90012758;3411;"SPROCKET BELT HTD W 1.97IN P488M50-SD";"false";;"MARTIN SPROCKET & GEAR";"P488M50-SD";"MARTIN SPROCKET & GEAR";"NOT OEM";"FALSE";;;;"?";"110748";"ABB MOTORS & MECHANICAL (CANADA) INC";"poly chain/eagle, htd, timing, poly-v,vari-speed & sprockets";"flat & timing belt sprocket";"WAJAX";12
90012759;3411;"BEARING ROLLER SQ TAPERED F4BE111R";"false";;"DODGE";"F4BE111R";"DODGE";"NOT OEM";"FALSE";;;;"?";"023099";"ABB MOTORS & MECHANICAL (CANADA) INC";"roller bearing pillow blocks, flange blocks & inserts";"flange blocks roller bearings";"WAJAX";12
90012760;3411;"BEARING BALL F4B BR 2.937IN MED DUTY";"false";;;;;;;;;;"?";"129770";"ABB MOTORS & MECHANICAL (CANADA) INC";"medium duty pillow blocks,flange blocks & inserts";"flange blocks medium duty";"WAJAX";0
90012761;3411;"ROLLER YOKE CL BR 1 IN RD 3 IN RW 1.75IN";"false";;;;;;;;;;"?";"CYR3S";"REGAL BELOIT POWER TRANSMISSION SOLUTIONS";"needle-cam followers";"yoke type";"WAJAX";0
90012762;3411;"BEARING BALL PB 2B LCK COLLAR 1.5ID HT";"false";;;;;;;;;;"?";"NP-24THT";"REGAL BELOIT POWER TRANSMISSION SOLUTIONS";"unit blocks-std pillow blocks,flange blocks & inserts";"mounted pillow blocks standard duty";"WAJAX";0
90012763;3411;"BEARING BALL INS 2.437ID 4.3307OD 2.562W";"false";;;;;;;;;;"?";"ER-39C";"REGAL BELOIT POWER TRANSMISSION SOLUTIONS";"unit blocks-std pillow blocks,flange blocks & inserts";"insert bearings standard duty";"WAJAX";0
90012764;3411;"BEARING SPH ROLL 30MM 62MM 20MM DS";"false";;;;;;;;;;"?";"SB22206W33SS";"REGAL BELOIT POWER TRANSMISSION SOLUTIONS";"spherical roller-standard";"spherical roller bearing standard";"WAJAX";0
90012765;3411;"BEARING BALL INS 1.50IN 3.149IN 1.937IN";"false";;;;;;;;;;"?";"ERX-24RL";"REGAL BELOIT POWER TRANSMISSION SOLUTIONS";"unit blocks-std pillow blocks,flange blocks & inserts";"insert bearings standard duty";"WAJAX";0
90012766;3411;"BEARING BALL INS 2.00IN 3.937IN 2.187IN";"false";;;;;;;;;;"?";"ER-32";"REGAL BELOIT POWER TRANSMISSION SOLUTIONS";"unit blocks-std pillow blocks,flange blocks & inserts";"insert bearings standard duty";"WAJAX";0
90012767;3411;"BEARING BALL PB 2B LCK COLLAR 1.437ID FX";"false";;;;;;;;;;"?";"NP-23T";"REGAL BELOIT POWER TRANSMISSION SOLUTIONS";"unit blocks-std pillow blocks,flange blocks & inserts";"mounted pillow blocks standard duty";"WAJAX";0
90012768;3411;"BUSHING SPL TAP BR 2-1/4IN KW 1/2X1/4IN";"false";;;;;;;;;;"?";"R121/4";"REGAL BELOIT POWER TRANSMISSION SOLUTIONS";"bushings-split-taper bushings";"bushings split-taper";"WAJAX";0
90012769;3411;"BEARING BALL PB TB LCK SETSCREW 1.500IN";"false";;;;;;;;;;"?";"TB-24";"REGAL BELOIT POWER TRANSMISSION SOLUTIONS";"unit blocks-std pillow blocks,flange blocks & inserts";"mounted pillow blocks standard duty";"WAJAX";0
90012770;3411;"BEARING BALL PB TB LCK SETSCREW 2.000IN";"false";;;;;;;;;;"?";"TB-32R";"REGAL BELOIT POWER TRANSMISSION SOLUTIONS";"unit blocks-std pillow blocks,flange blocks & inserts";"mounted pillow blocks standard duty";"WAJAX";0
90012771;3411;"BEARING BALL PB 2B LCK SETSCREW 1.937IN";"false";;;;;;;;;;"?";"SP-31";"REGAL BELOIT POWER TRANSMISSION SOLUTIONS";"unit blocks-std pillow blocks,flange blocks & inserts";"mounted pillow blocks standard duty";"WAJAX";0
90012772;3411;"BEARING BALL PB 2B LCK COLLAR 1.937ID FX";"false";;;;;;;;;;"?";"NP-31T";"REGAL BELOIT POWER TRANSMISSION SOLUTIONS";"unit blocks-std pillow blocks,flange blocks & inserts";"mounted pillow blocks standard duty";"WAJAX";0
90012773;3411;"CAM FOLLOWER FLG 3RD 2RW 3.937FD 0.593FT";"false";;;;;;;;;;"?";"FCF3";"REGAL BELOIT POWER TRANSMISSION SOLUTIONS";"needle-cam followers";"track rollers";"WAJAX";0
90012774;3411;"BEARING BALL INS 1.125IN 2.4409IN 1.50IN";"false";;;;;;;;;;"?";"43143";"REGAL BELOIT POWER TRANSMISSION SOLUTIONS";"unit blocks-std pillow blocks,flange blocks & inserts";"insert bearings standard duty";"WAJAX";0
90012776;3411;"BEARING SPH ROLL PB 2B 2.9375ID SLEEVLOC";"false";;"SLEEVLOC";"PB 2B";"SLEEVLOC";"NOT OEM";"FALSE";;;;"?";"ESPB2215-C2";"REGAL BELOIT POWER TRANSMISSION SOLUTIONS";"roller bearing pillow blocks, flange blocks & inserts";"mounted pillow blocks split";"WAJAX";12
90012777;3411;"BEARING SPH ROLL S.B 100MM 180 MM 46 MM ";"false";;;;;;;;;;"?";"SB22220W33SS";"REGAL BELOIT POWER TRANSMISSION SOLUTIONS";"spherical roller-standard";"spherical roller bearing standard";"WAJAX";0
90012778;3411;"BEARING SPH ROLL T.B 75MM 130MM 31MM";"false";;;;;;;;;;"?";"SB22215KW33SS";"REGAL BELOIT POWER TRANSMISSION SOLUTIONS";"spherical roller-standard";"spherical roller bearing standard";"WAJAX";0
90012779;3411;"BEARING BALL PB 2B LCK COLLAR ID 1.5IN";"false";;;;;;;;;;"?";"NP-24T";"REGAL BELOIT POWER TRANSMISSION SOLUTIONS";"unit blocks-std pillow blocks,flange blocks & inserts";"mounted pillow blocks standard duty";"WAJAX";0
90012780;3411;"BEARING BALL FLG 4B BR 2.0000 LCK COLLAR";"false";;;;;;;;;;"?";"SF-32RT";"REGAL BELOIT POWER TRANSMISSION SOLUTIONS";"unit blocks-std pillow blocks,flange blocks & inserts";"flange blocks standard duty";"WAJAX";0
90012781;3411;"BEARING BALL PB 2B LCK SETSCREW 1.7500ID";"false";;;;;;;;;;"?";"NP-28";"REGAL BELOIT POWER TRANSMISSION SOLUTIONS";"?";"?";"WAJAX";0
90012781;3411;"BEARING BALL PB 2B LCK SETSCREW 1.7500ID";"false";;;;;;;;;;"?";"NP-28";"REGAL BELOIT POWER TRANSMISSION SOLUTIONS";"unit blocks-std pillow blocks,flange blocks & inserts";"mounted pillow blocks standard duty";"WAJAX";0
90012782;3411;"LUBRICATOR PNEUM 0.5IN 150PSI 80CFM";"false";;;;;;;;;;"?";"17L32BE";"PARKER";"pneumatic air prep";"pneumatic tool";"WAJAX";0
90012783;3411;"REGULATOR PNEUM 0.25IN 15PSI 25CFM";"false";;;;;;;;;;"?";"27R112AD";"PARKER";"?";"?";"WAJAX";0
90012784;3411;"FITTING ELBOW 90 BSP 0.25IN";"false";;;;;;;;;;"?";"3102 56 00";"PARKER";"?";"?";"WAINBEE";0
90012785;3411;"FITTING ELBOW 90D COMP 0.5IN";"false";;;;;;;;;;"?";"3102 62 00";"PARKER";"?";"?";"WAINBEE";0
90012786;3411;"FITTING T COMP 0.25IN";"false";;;;;;;;;;"?";"3104 56 00";"PARKER";"?";"?";"WAINBEE";0
90012787;3411;"FITTING T COMP 0.5IN";"false";;;;;;;;;;"?";"3104 62 00";"PARKER";"?";"?";"WAINBEE";0
90012788;3411;"FITTING T COMP 6MM";"false";;;;;;;;;;"?";"3104-06-00";"PARKER";"pneumatic misc";"pneumatic misc";"WAJAX";0
90012789;3411;"FITTING REDUCER COMP 0.5IN 0.375IN";"false";;;;;;;;;;"?";"3106 60 62";"PARKER";"?";"?";"WAINBEE";0
90012790;3411;"FITTING UNION COMP 0.5IN";"false";;;;;;;;;;"?";"3106 62 00";"PARKER";"?";"?";"WAINBEE";0
