MATERIAL_NUMBER,MATL GROUP,MATERIAL_SHORT_DESCRIPTION,DUPLICATE_REFERENCE,MANUFACTURER/VENDOR,VENDOR1.x,VENDOR2.x,PART_NUMBER,BRAND,MANUFACTURER/ VENDOR,FinalVendorName,VENDOR,VENDOR1.y,VENDOR2.y,VENDOR PART #,STATUS,Z011.VENDOR,Z011.NAME,Z011.dist
90007487,U41111900,SENSOR MOSCA 4130-300100-08,NA,MOSCA,MOSCA,NA,4130-300100-08,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007488,U41111900,SENSOR MOSCA ME 7650_02000 (B8),GRP-PD-89,MOSCA,MOSCA,NA,ME 7650-02000,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007489,U41111900,SENSOR MOSCA 6398-201,NA,MOSCA,MOSCA,NA,6398-201,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007490,U39121528,SENSOR PHOTOELECTRICAL MOSCA 50-02387,NA,MOSCA,MOSCA,NA,50-02387,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007491,U39121528,SENSOR PHOTOELECTRICAL MOSCA 25-01905,NA,MOSCA,MOSCA,NA,25-01905,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007492,U39121528,SENSOR PHOTOELECTRICAL MOSCA ME 5207,NA,MOSCA,MOSCA,NA,ME 5207,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007493,U39121528,SENSOR PHOTOELECTRICAL MOSCA 25-01871,NA,MOSCA,MOSCA,NA,25-01871,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007494,U39121528,SENSOR PHOTOELECTRICAL MOSCA 9734-013,NA,MOSCA,MOSCA,NA,9734-013,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007495,U39121528,SENSOR PHOTOELECTRICAL MOSCA 9734-018,NA,MOSCA,MOSCA,NA,9734-018,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007496,U39121528,SENSOR PHOTOELECTRICAL MOSCA 9734-024,NA,MOSCA,MOSCA,NA,9734-024,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007497,U39121528,SENSOR PHOTOELEC MOSCA 25-01910-PRG02,NA,MOSCA,MOSCA,NA,25-01910-PRG02,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007498,U41111926,SENSOR PROXIMITY MOSCA 50-02328,NA,MOSCA,MOSCA,NA,50-02328,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007499,U41111926,SENSOR PROXIMITY MOSCA 9734-076 M8 4 PIN,NA,MOSCA,MOSCA,NA,9734-076,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007500,U41111926,SENSOR PROXIMITY MOSCA 6317-202,NA,MOSCA,MOSCA,NA,6317-202,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007501,U41111926,SENSOR PROXIMITY MOSCA 9734-058,NA,MOSCA,MOSCA,NA,9734-058,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007502,U41111926,SENSOR PROXIMITY MOSCA 9734-057,NA,MOSCA,MOSCA,NA,9734-057,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007503,U41111926,SENSOR PROXIMITY MOSCA 6173-202,NA,MOSCA,MOSCA,NA,6173-202,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007504,U41111926,SENSOR PROXIMITY MOSCA ME 2074 PBT IP67,NA,MOSCA,MOSCA,NA,ME 2074,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007505,U41111926,SENSOR PROXIMITY MOSCA ME 1841,NA,MOSCA,MOSCA,NA,ME 1841,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007506,U41111926,SENSOR PROXIMITY MOSCA 4201-300400-20,NA,MOSCA,MOSCA,NA,4201-300400-20,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007507,U41111926,SENSOR PROXIMITY MOSCA 4201-300400-22,NA,MOSCA,MOSCA,NA,4201-300400-22,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007508,U41111926,SENSOR PROXIMITY MOSCA 9734-019,NA,MOSCA,MOSCA,NA,9734-019,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007509,U41111926,SENSOR PROXIMITY MOSCA ME 1927,NA,MOSCA,MOSCA,NA,ME 1927,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007510,U41111926,SENSOR PROXIMITY MOSCA ME 411,NA,MOSCA,MOSCA,NA,ME 411,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007511,U41111926,SENSOR PROXIMITY MOSCA ME 5129,NA,MOSCA,MOSCA,NA,ME 5129,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007512,U41111926,SENSOR PROXIMITY MOSCA ME 940,NA,MOSCA,MOSCA,NA,ME 940,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007513,U41111926,SENSOR PROXIMITY MOSCA 2957-201,NA,MOSCA,MOSCA,NA,2957-201,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007514,U41111926,SENSOR PROXIMITY MOSCA ME 8086_03500,NA,MOSCA,MOSCA,NA,ME 8086-03500,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007515,U41111926,SENSOR PROXIMITY MOSCA ME 8086_02800,NA,MOSCA,MOSCA,NA,ME 8086-02800,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007516,U41111926,SENSOR PROXIMITY MOSCA 50-02329,NA,MOSCA,MOSCA,NA,50-02329,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007517,U31163207,SHAFT MOSCA 2265-201,NA,MOSCA,MOSCA,NA,2265-201,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007518,U31163207,SHAFT MOSCA 36-04849,NA,MOSCA,MOSCA,NA,36-04849,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007519,U31163207,SHAFT MOSCA 36-04848,NA,MOSCA,MOSCA,NA,36-04848,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007520,U31163207,SHAFT MOSCA 36-02635,NA,MOSCA,MOSCA,NA,36-02635,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007521,U31163207,SHAFT MOSCA 5231-201,NA,MOSCA,MOSCA,NA,5231-201,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007522,U31163207,SHAFT MOSCA 36-05005,NA,MOSCA,MOSCA,NA,36-05005,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007523,U31163207,SHAFT MOSCA 1022-130222-00,NA,MOSCA,MOSCA,NA,1022-130222-00,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007524,U31163207,SHAFT MOSCA 36-05224,NA,MOSCA,MOSCA,NA,36-05224,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007525,U31163207,SHAFT MOSCA 0660-100700-12,NA,MOSCA,MOSCA,NA,0660-100700-12,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007526,U31163207,SHAFT MOSCA 4593-201,NA,MOSCA,MOSCA,NA,4593-201,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007527,U31163207,SHAFT MOSCA 6392-201,NA,MOSCA,MOSCA,NA,6392-201,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007528,U31163207,SHAFT MOSCA 2160-201,NA,MOSCA,MOSCA,NA,2160-201,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007529,U31163207,SHAFT MOSCA 2218-201,NA,MOSCA,MOSCA,NA,2218-201,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007530,U31163207,SHAFT MOSCA 2159-201,NA,MOSCA,MOSCA,NA,2159-201,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007531,U31163207,SHAFT MOSCA 4130-010300-02,NA,MOSCA,MOSCA,NA,4130-010300-02,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007532,U31163207,SHAFT MOSCA 36-04024,NA,MOSCA,MOSCA,NA,36-04024,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007533,U31163207,SHAFT MOSCA 2512-201,NA,MOSCA,MOSCA,NA,2512-201,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007534,U31163207,SHAFT MOSCA 4130-011400-01,NA,MOSCA,MOSCA,NA,4130-011400-01,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007535,U31163207,SHAFT MOSCA 4201-300100-10,NA,MOSCA,MOSCA,NA,4201-300100-10,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007536,U31163207,SHAFT MOSCA 36-04528,NA,MOSCA,MOSCA,NA,36-04528,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007537,U31163207,SHAFT MOSCA 2201-010000-03,NA,MOSCA,MOSCA,NA,2201-010000-03,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007538,U31163207,SHAFT MOSCA 5231-203,NA,MOSCA,MOSCA,NA,5231-203,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007539,U31163207,SHAFT MOSCA 6190-202,NA,MOSCA,MOSCA,NA,6190-202,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007540,U23153039,PLATE MOSCA 6165-201,NA,MOSCA,MOSCA,NA,6165-201,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007541,U23153039,PLATE MOSCA 2170-201,NA,MOSCA,MOSCA,NA,2170-201,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007542,U23153039,PLATE MOSCA 6416-201 (3),GRP-ED-231,MOSCA,MOSCA,NA,6416-201,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007543,U23153039,PLATE MOSCA 6416-201 (4),GRP-ED-231,MOSCA,MOSCA,NA,6416-201,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007544,U23153039,PLATE MOSCA 6417-201,NA,MOSCA,MOSCA,NA,6417-201,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007545,U23153039,PLATE MOSCA 1601-031000-22,NA,MOSCA,MOSCA,NA,1601-031000-22,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007546,U23153039,PLATE MOSCA 1052-210210-12,NA,MOSCA,MOSCA,NA,1052-210210-12,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007547,U23153039,PLATE MOSCA 4130-010630-00,NA,MOSCA,MOSCA,NA,4130-010630-00,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007548,U23153039,PLATE MOSCA 4130-010200-03,NA,MOSCA,MOSCA,NA,4130-010200-03,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007549,U23153039,PLATE MOSCA 0201-010000-21,NA,MOSCA,MOSCA,NA,0201-010000-21,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007550,U23153039,PLATE MOSCA 0401-010000-03,NA,MOSCA,MOSCA,NA,0401-010000-03,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007551,U23153039,PLATE MOSCA 1620-023000-11,NA,MOSCA,MOSCA,NA,1620-023000-11,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007552,U23153039,PLATE MOSCA 2682-020300-16,NA,MOSCA,MOSCA,NA,2682-020300-16,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007553,U23153039,PLATE MOSCA 36-01934,NA,MOSCA,MOSCA,NA,36-01934,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007554,U23153039,PLATE MOSCA 6313-201,NA,MOSCA,MOSCA,NA,6313-201,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007555,U23153039,PLATE MOSCA 6313-202,NA,MOSCA,MOSCA,NA,6313-202,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007556,U23153039,PLATE MOSCA 4120-010321-02,NA,MOSCA,MOSCA,NA,4120-010321-02,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007557,U23153039,PLATE MOSCA 4130-070362-02,NA,MOSCA,MOSCA,NA,4130-070362-02,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007558,U23153039,PLATE MOSCA 4130-010310-06,NA,MOSCA,MOSCA,NA,4130-010310-06,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007559,U23153039,PLATE MOSCA 3646-300400-01,NA,MOSCA,MOSCA,NA,3646-300400-01,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007560,U23153039,PLATE MOSCA 4201-300920-12,NA,MOSCA,MOSCA,NA,4201-300920-12,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007561,U23153039,PLATE MOSCA 4130-070310-03,NA,MOSCA,MOSCA,NA,4130-070310-03,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007562,U23153039,PLATE MOSCA 4130-010900-03,NA,MOSCA,MOSCA,NA,4130-010900-03,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007563,U23153039,PLATE MOSCA 2902-011900-12,NA,MOSCA,MOSCA,NA,2902-011900-12,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007564,U23153039,PLATE MOSCA 2540-201,NA,MOSCA,MOSCA,NA,2540-201,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007565,U23153039,PLATE MOSCA 2541-201,NA,MOSCA,MOSCA,NA,2541-201,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007566,U23153039,PLATE MOSCA 4201-310200-21,NA,MOSCA,MOSCA,NA,4201-310200-21,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007567,U23153039,PLATE MOSCA 4130-010200-02,NA,MOSCA,MOSCA,NA,4130-010200-02,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007568,U39121004,POWER SUPPLY ELEC MOSCA ME 8161,NA,MOSCA,MOSCA,NA,ME 8161,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007569,U39121004,POWER SUPPLY ELEC MOSCA ME 5443,NA,MOSCA,MOSCA,NA,ME 5443,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007570,U39121004,POWER SUPPLY ELEC MOSCA ME 8187,NA,MOSCA,MOSCA,NA,ME 8187,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007571,U26111806,PULLEY MOSCA 9891-001,NA,MOSCA,MOSCA,NA,9891-001,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007572,U26111806,PULLEY MOSCA 1022-770140-12,NA,MOSCA,MOSCA,NA,1022-770140-12,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007573,U26111806,PULLEY MOSCA 2935-100660-11,NA,MOSCA,MOSCA,NA,2935-100660-11,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007574,U26111806,PULLEY MOSCA 4201-310935-10,NA,MOSCA,MOSCA,NA,4201-310935-10,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007575,U26111807,PULLEY TIMING MOSCA 36-02872,NA,MOSCA,MOSCA,NA,36-02872,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007576,U26111807,PULLEY TIMING MOSCA 36-02869,NA,MOSCA,MOSCA,NA,36-02869,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007577,U39121512,PUSHBUTTON MOSCA ME 1791,NA,MOSCA,MOSCA,NA,ME 1791,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007578,U39121512,PUSHBUTTON MOSCA ME 3056,NA,MOSCA,MOSCA,NA,ME 3056,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007579,U39121512,PUSHBUTTON MOSCA ME 3043,NA,MOSCA,MOSCA,NA,ME 3043,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007580,U30103100,RAIL LINEAR MOSCA 3309-061800-12,NA,MOSCA,MOSCA,NA,3309-061800-12,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007581,U30103100,RAIL LINEAR MOSCA 9254-002,NA,MOSCA,MOSCA,NA,9254-002,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007582,U30103100,RAIL LINEAR MOSCA 9254-003,NA,MOSCA,MOSCA,NA,9254-003,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007583,U30103100,RAIL LINEAR MOSCA 2800-201,NA,MOSCA,MOSCA,NA,2800-201,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007584,U30103100,RAIL LINEAR MOSCA 6279-201,NA,MOSCA,MOSCA,NA,6279-201,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007585,U30103100,RAIL LINEAR MOSCA 6279-202,NA,MOSCA,MOSCA,NA,6279-202,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007586,U30103100,RAIL LINEAR MOSCA 6279-203,NA,MOSCA,MOSCA,NA,6279-203,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007587,U30103100,RAIL LINEAR MOSCA 6279-204,NA,MOSCA,MOSCA,NA,6279-204,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007588,U41111949,REFLECTOR SENSOR MOSCA 9734-068,NA,MOSCA,MOSCA,NA,9734-068,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007589,U41111949,REFLECTOR SENSOR MOSCA 9734-025,NA,MOSCA,MOSCA,NA,9734-025,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007590,U41111949,REFLECTOR SENSOR MOSCA ME 1151,NA,MOSCA,MOSCA,NA,ME 1151,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007591,U41111949,REFLECTOR SENSOR MOSCA 1022-100100-03,NA,MOSCA,MOSCA,NA,1022-100100-03,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007592,U41111949,REFLECTOR SENSOR MOSCA 4130-010200-04,NA,MOSCA,MOSCA,NA,4130-010200-04,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007593,U41111949,REFLECTOR SENSOR MOSCA 4130-010200-07,NA,MOSCA,MOSCA,NA,4130-010200-07,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007594,U41111949,REFLECTOR SENSOR MOSCA 4130-010400-08,NA,MOSCA,MOSCA,NA,4130-010400-08,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007595,U41111949,REFLECTOR SENSOR MOSCA 4130-010700-03,NA,MOSCA,MOSCA,NA,4130-010700-03,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007596,U41112404,REGULATOR MOSCA NP 547,NA,MOSCA,MOSCA,NA,NP 547,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007597,U41112404,REGULATOR MOSCA NP 94,NA,MOSCA,MOSCA,NA,NP 94,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007598,U39121535,RELAY CONTROL MOSCA ME 2404 24V,NA,MOSCA,MOSCA,NA,ME 2404,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007599,U39121547,RELAY SOCKET MOSCA ME 2405,NA,MOSCA,MOSCA,NA,ME 2405,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007600,U39121547,RELAY SOCKET MOSCA ME 2406,NA,MOSCA,MOSCA,NA,ME 2406,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007601,U31163202,RING RETAINING MOSCA NT 55 EXTERNAL 16MM,NA,MOSCA,MOSCA,NA,NT 55,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007602,U31163202,RING RETAINING MOSCA NT 1098 EXTERNAL,NA,MOSCA,MOSCA,NA,NT 1098,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007603,U31163202,RING RETAINING MOSCA 9182-001 1IN 0.04IN,NA,MOSCA,MOSCA,NA,9182-001,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007604,U31163202,RING RETAINING MOSCA NT 2237 EXTERNAL,NA,MOSCA,MOSCA,NA,NT 2237,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007605,U31163202,RING RETAINING MOSCA NT 24 EXTERNAL,NA,MOSCA,MOSCA,NA,NT 24,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007606,U31163202,RING RETAINING MOSCA NT 43 EXTERNAL,NA,MOSCA,MOSCA,NA,NT 43,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007607,U31163202,RING RETAINING MOSCA NT 50 EXTERNAL,NA,MOSCA,MOSCA,NA,NT 50,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007608,U31163202,RING RETAINING MOSCA NT 520 EXTERNAL,NA,MOSCA,MOSCA,NA,NT 520,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007609,U31163202,RING RETAINING MOSCA NT 7 EXTERNAL,NA,MOSCA,MOSCA,NA,NT 7,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007610,U31163202,RING RETAINING MOSCA 9182-002 0.5IN,NA,MOSCA,MOSCA,NA,9182-002,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007611,U31171512,BEARING NEEDLE MOSCA 9253-002 12MM 1IN,NA,MOSCA,MOSCA,NA,9253-002,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007612,U31163202,RING RETAINING MOSCA 9181-001 INTERNAL,NA,MOSCA,MOSCA,NA,9181-001,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007613,U31163202,RING RETAINING MOSCA 9181-002 INTERNAL,NA,MOSCA,MOSCA,NA,9181-002,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007614,U31163202,RING RETAINING MOSCA NT 45 INTERNAL,NA,MOSCA,MOSCA,NA,NT 45,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007615,U31163202,RING RETAINING MOSCA 9253-001 EXTERNAL,NA,MOSCA,MOSCA,NA,9253-001,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007616,U31163202,RING RETAINING MOSCA NT 1012,NA,MOSCA,MOSCA,NA,NT 1012,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007617,U31163202,RING RETAINING MOSCA NT 133,NA,MOSCA,MOSCA,NA,NT 133,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007618,U31163202,RING RETAINING MOSCA NT 2719,NA,MOSCA,MOSCA,NA,NT 2719,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
90007619,U31163202,RING RETAINING MOSCA NT 637,NA,MOSCA,MOSCA,NA,NT 637,NA,Manufacturer,MOSCA,NA,NA,NA,NA,NA,NA,EAM MOSCA                	50335,26
